Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
24281000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24282000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.033615
24283000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24284000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021231
24285000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.024580
24286000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24287000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.033240
24288000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.020541
24289000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.034304
24290000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24291000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021130
24292000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.024681
24293000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24294000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.032644
24295000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.020168
24296000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.035273
24297000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24298000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.020149
24299000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.025662
24300000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24301000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.031926
24302000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.018488
24303000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037664
24304000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.037944
24305000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.020951
24306000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.025662
24307000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.038738
24308000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.029238
24309000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,0.021176
