Cycle,Area(mm^2),PeakDynamic(W),PeakDynamicEnergy(W),clockRate(MHz),SubthresholdLeakage(W),GateLeakage(W),RunTimeDynamic(W)
209000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.457573
210000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.324323
211000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.718496
212000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.241812
213000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.248180
214000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.148412
215000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.249143
216000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.220985
217000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.317991
218000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.472356
219000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.413305
220000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.584798
221000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.557388
222000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.274854
223000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.618933
224000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.627521
225000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.334336
226000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.615859
227000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.578487
228000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.362590
229000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.478155
230000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.780864
231000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.564905
232000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.352516
233000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.681983
234000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.973585
235000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.355308
236000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.269490
237000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.574283
238000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.666426
239000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.614154
240000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.709213
241000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.241997
242000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.380455
243000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.853679
244000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.494456
245000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.732802
246000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.577583
247000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.762947
248000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,3.020930
249000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.769659
250000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.904162
251000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.633233
252000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.688427
253000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.231941
254000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.457061
255000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.681523
256000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.495115
257000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.249155
258000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.660123
259000,13.0892,0.726309,0.000000,700000000.000000,0.432316,0.001509,2.829201
